rf,rfcat,sex,age,risk30,risk60,risk80
"imd",1,1,1,.0002705,.0002705,.0002705
"imd",2,1,1,.0002984,.0002984,.0002984
"imd",3,1,1,.0003153,.0003153,.0003153
"imd",4,1,1,.0003569,.0003569,.0003569
"imd",5,1,1,.0003925,.0003925,.0003925
"imd",1,0,2,.0002705,.0002705,.0002705
"imd",2,0,2,.0002984,.0002984,.0002984
"imd",3,0,2,.0003153,.0003153,.0003153
"imd",4,0,2,.0003569,.0003569,.0003569
"imd",5,0,2,.0003925,.0003925,.0003925
"imd",1,1,2,.0002705,.0002705,.0002705
"imd",2,1,2,.0002984,.0002984,.0002984
"imd",3,1,2,.0003153,.0003153,.0003153
"imd",4,1,2,.0003569,.0003569,.0003569
"imd",5,1,2,.0003925,.0003925,.0003925
"imd",1,0,3,.0002705,.0002705,.0002705
"imd",2,0,3,.0002984,.0002984,.0002984
"imd",3,0,3,.0003153,.0003153,.0003153
"imd",4,0,3,.0003569,.0003569,.0003569
"imd",5,0,3,.0003925,.0003925,.0003925
"imd",1,1,3,.0002705,.0002705,.0002705
"imd",2,1,3,.0002984,.0002984,.0002984
"imd",3,1,3,.0003153,.0003153,.0003153
"imd",4,1,3,.0003569,.0003569,.0003569
"imd",5,1,3,.0003925,.0003925,.0003925
"imd",1,0,4,.0002705,.0002705,.0002705
"imd",2,0,4,.0002984,.0002984,.0002984
"imd",3,0,4,.0003153,.0003153,.0003153
"imd",4,0,4,.0003569,.0003569,.0003569
"imd",5,0,4,.0003925,.0003925,.0003925
"imd",1,1,4,.0002705,.0002705,.0002705
"imd",2,1,4,.0002984,.0002984,.0002984
"imd",3,1,4,.0003153,.0003153,.0003153
"imd",4,1,4,.0003569,.0003569,.0003569
"imd",5,1,4,.0003925,.0003925,.0003925
"imd",1,0,5,.0002705,.0002705,.0002705
"imd",2,0,5,.0002984,.0002984,.0002984
"imd",3,0,5,.0003153,.0003153,.0003153
"imd",4,0,5,.0003569,.0003569,.0003569
"imd",5,0,5,.0003925,.0003925,.0003925
"imd",1,1,5,.0002705,.0002705,.0002705
"imd",2,1,5,.0002984,.0002984,.0002984
"imd",3,1,5,.0003153,.0003153,.0003153
"imd",4,1,5,.0003569,.0003569,.0003569
"imd",5,1,5,.0003925,.0003925,.0003925
"imd",1,0,6,.0002705,.0002705,.0002705
"imd",2,0,6,.0002984,.0002984,.0002984
"imd",3,0,6,.0003153,.0003153,.0003153
"imd",4,0,6,.0003569,.0003569,.0003569
"imd",5,0,6,.0003925,.0003925,.0003925
"imd",1,1,6,.0002705,.0002705,.0002705
"imd",2,1,6,.0002984,.0002984,.0002984
"imd",3,1,6,.0003153,.0003153,.0003153
"imd",4,1,6,.0003569,.0003569,.0003569
"imd",5,1,6,.0003925,.0003925,.0003925
"asthmacat",1,0,1,.0003254,.0003254,.0003254
"asthmacat",2,0,1,.0002874,.0002874,.0002874
"asthmacat",3,0,1,.0006865,.0006865,.0006865
"asthmacat",1,1,1,.0003254,.0003254,.0003254
"asthmacat",2,1,1,.0002874,.0002874,.0002874
"asthmacat",3,1,1,.0006865,.0006865,.0006865
"asthmacat",1,0,2,.0003254,.0003254,.0003254
"asthmacat",2,0,2,.0002874,.0002874,.0002874
"asthmacat",3,0,2,.0006865,.0006865,.0006865
"asthmacat",1,1,2,.0003254,.0003254,.0003254
"asthmacat",2,1,2,.0002874,.0002874,.0002874
"asthmacat",3,1,2,.0006865,.0006865,.0006865
"asthmacat",1,0,3,.0003254,.0003254,.0003254
"asthmacat",2,0,3,.0002874,.0002874,.0002874
"asthmacat",3,0,3,.0006865,.0006865,.0006865
"asthmacat",1,1,3,.0003254,.0003254,.0003254
"asthmacat",2,1,3,.0002874,.0002874,.0002874
"asthmacat",3,1,3,.0006865,.0006865,.0006865
"asthmacat",1,0,4,.0003254,.0003254,.0003254
"asthmacat",2,0,4,.0002874,.0002874,.0002874
"asthmacat",3,0,4,.0006865,.0006865,.0006865
"asthmacat",1,1,4,.0003254,.0003254,.0003254
"asthmacat",2,1,4,.0002874,.0002874,.0002874
"asthmacat",3,1,4,.0006865,.0006865,.0006865
"asthmacat",1,0,5,.0003254,.0003254,.0003254
"asthmacat",2,0,5,.0002874,.0002874,.0002874
"asthmacat",3,0,5,.0006865,.0006865,.0006865
"asthmacat",1,1,5,.0003254,.0003254,.0003254
"asthmacat",2,1,5,.0002874,.0002874,.0002874
"asthmacat",3,1,5,.0006865,.0006865,.0006865
"asthmacat",1,0,6,.0003254,.0003254,.0003254
"asthmacat",2,0,6,.0002874,.0002874,.0002874
"asthmacat",3,0,6,.0006865,.0006865,.0006865
"asthmacat",1,1,6,.0003254,.0003254,.0003254
"asthmacat",2,1,6,.0002874,.0002874,.0002874
"asthmacat",3,1,6,.0006865,.0006865,.0006865
"diabcat",1,0,1,.0002111,.0002111,.0002111
"diabcat",2,0,1,.0013043,.0013043,.0013043
"diabcat",3,0,1,.0016191,.0016191,.0016191
"diabcat",4,0,1,.0010774,.0010774,.0010774
"diabcat",1,1,1,.0002111,.0002111,.0002111
"diabcat",2,1,1,.0013043,.0013043,.0013043
"diabcat",3,1,1,.0016191,.0016191,.0016191
"diabcat",4,1,1,.0010774,.0010774,.0010774
"diabcat",1,0,2,.0002111,.0002111,.0002111
"diabcat",2,0,2,.0013043,.0013043,.0013043
"diabcat",3,0,2,.0016191,.0016191,.0016191
"diabcat",4,0,2,.0010774,.0010774,.0010774
"diabcat",1,1,2,.0002111,.0002111,.0002111
"diabcat",2,1,2,.0013043,.0013043,.0013043
"diabcat",3,1,2,.0016191,.0016191,.0016191
"diabcat",4,1,2,.0010774,.0010774,.0010774
"diabcat",1,0,3,.0002111,.0002111,.0002111
"diabcat",2,0,3,.0013043,.0013043,.0013043
"diabcat",3,0,3,.0016191,.0016191,.0016191
"diabcat",4,0,3,.0010774,.0010774,.0010774
"diabcat",1,1,3,.0002111,.0002111,.0002111
"diabcat",2,1,3,.0013043,.0013043,.0013043
"diabcat",3,1,3,.0016191,.0016191,.0016191
"diabcat",4,1,3,.0010774,.0010774,.0010774
"diabcat",1,0,4,.0002111,.0002111,.0002111
"diabcat",2,0,4,.0013043,.0013043,.0013043
"diabcat",3,0,4,.0016191,.0016191,.0016191
"diabcat",4,0,4,.0010774,.0010774,.0010774
"diabcat",1,1,4,.0002111,.0002111,.0002111
"diabcat",2,1,4,.0013043,.0013043,.0013043
"diabcat",3,1,4,.0016191,.0016191,.0016191
"diabcat",4,1,4,.0010774,.0010774,.0010774
"diabcat",1,0,5,.0002111,.0002111,.0002111
"diabcat",2,0,5,.0013043,.0013043,.0013043
"diabcat",3,0,5,.0016191,.0016191,.0016191
"diabcat",4,0,5,.0010774,.0010774,.0010774
"diabcat",1,1,5,.0002111,.0002111,.0002111
"diabcat",2,1,5,.0013043,.0013043,.0013043
"diabcat",3,1,5,.0016191,.0016191,.0016191
"diabcat",4,1,5,.0010774,.0010774,.0010774
"diabcat",1,0,6,.0002111,.0002111,.0002111
"diabcat",2,0,6,.0013043,.0013043,.0013043
"diabcat",3,0,6,.0016191,.0016191,.0016191
"diabcat",4,0,6,.0010774,.0010774,.0010774
"diabcat",1,1,6,.0002111,.0002111,.0002111
"diabcat",2,1,6,.0013043,.0013043,.0013043
"diabcat",3,1,6,.0016191,.0016191,.0016191
"diabcat",4,1,6,.0010774,.0010774,.0010774
"cancer_exhaem_cat",1,0,1,.0002882,.0002882,.0002882
"cancer_exhaem_cat",2,0,1,.001322,.001322,.001322
"cancer_exhaem_cat",3,0,1,.0010429,.0010429,.0010429
"cancer_exhaem_cat",4,0,1,.0010183,.0010183,.0010183
"cancer_exhaem_cat",1,1,1,.0002882,.0002882,.0002882
"cancer_exhaem_cat",2,1,1,.001322,.001322,.001322
"cancer_exhaem_cat",3,1,1,.0010429,.0010429,.0010429
"cancer_exhaem_cat",4,1,1,.0010183,.0010183,.0010183
"cancer_exhaem_cat",1,0,2,.0002882,.0002882,.0002882
"cancer_exhaem_cat",2,0,2,.001322,.001322,.001322
"cancer_exhaem_cat",3,0,2,.0010429,.0010429,.0010429
"cancer_exhaem_cat",4,0,2,.0010183,.0010183,.0010183
"cancer_exhaem_cat",1,1,2,.0002882,.0002882,.0002882
"cancer_exhaem_cat",2,1,2,.001322,.001322,.001322
"cancer_exhaem_cat",3,1,2,.0010429,.0010429,.0010429
"cancer_exhaem_cat",4,1,2,.0010183,.0010183,.0010183
"cancer_exhaem_cat",1,0,3,.0002882,.0002882,.0002882
"cancer_exhaem_cat",2,0,3,.001322,.001322,.001322
"cancer_exhaem_cat",3,0,3,.0010429,.0010429,.0010429
"cancer_exhaem_cat",4,0,3,.0010183,.0010183,.0010183
"cancer_exhaem_cat",1,1,3,.0002882,.0002882,.0002882
"cancer_exhaem_cat",2,1,3,.001322,.001322,.001322
"cancer_exhaem_cat",3,1,3,.0010429,.0010429,.0010429
"cancer_exhaem_cat",4,1,3,.0010183,.0010183,.0010183
"cancer_exhaem_cat",1,0,4,.0002882,.0002882,.0002882
"cancer_exhaem_cat",2,0,4,.001322,.001322,.001322
"cancer_exhaem_cat",3,0,4,.0010429,.0010429,.0010429
"cancer_exhaem_cat",4,0,4,.0010183,.0010183,.0010183
"cancer_exhaem_cat",1,1,4,.0002882,.0002882,.0002882
"cancer_exhaem_cat",2,1,4,.001322,.001322,.001322
"cancer_exhaem_cat",3,1,4,.0010429,.0010429,.0010429
"cancer_exhaem_cat",4,1,4,.0010183,.0010183,.0010183
"cancer_exhaem_cat",1,0,5,.0002882,.0002882,.0002882
"cancer_exhaem_cat",2,0,5,.001322,.001322,.001322
"cancer_exhaem_cat",3,0,5,.0010429,.0010429,.0010429
"cancer_exhaem_cat",4,0,5,.0010183,.0010183,.0010183
"cancer_exhaem_cat",1,1,5,.0002882,.0002882,.0002882
"cancer_exhaem_cat",2,1,5,.001322,.001322,.001322
"cancer_exhaem_cat",3,1,5,.0010429,.0010429,.0010429
"cancer_exhaem_cat",4,1,5,.0010183,.0010183,.0010183
"cancer_exhaem_cat",1,0,6,.0002882,.0002882,.0002882
"cancer_exhaem_cat",2,0,6,.001322,.001322,.001322
"cancer_exhaem_cat",3,0,6,.0010429,.0010429,.0010429
"cancer_exhaem_cat",4,0,6,.0010183,.0010183,.0010183
"cancer_exhaem_cat",1,1,6,.0002882,.0002882,.0002882
"cancer_exhaem_cat",2,1,6,.001322,.001322,.001322
"cancer_exhaem_cat",3,1,6,.0010429,.0010429,.0010429
"cancer_exhaem_cat",4,1,6,.0010183,.0010183,.0010183
"cancer_haem_cat",1,0,1,.000316,.000316,.000316
"cancer_haem_cat",2,0,1,.0030817,.0030817,.0030817
"cancer_haem_cat",3,0,1,.0028232,.0028232,.0028232
"cancer_haem_cat",4,0,1,.0015983,.0015983,.0015983
"cancer_haem_cat",1,1,1,.000316,.000316,.000316
"cancer_haem_cat",2,1,1,.0030817,.0030817,.0030817
"cancer_haem_cat",3,1,1,.0028232,.0028232,.0028232
"cancer_haem_cat",4,1,1,.0015983,.0015983,.0015983
"cancer_haem_cat",1,0,2,.000316,.000316,.000316
"cancer_haem_cat",2,0,2,.0030817,.0030817,.0030817
"cancer_haem_cat",3,0,2,.0028232,.0028232,.0028232
"cancer_haem_cat",4,0,2,.0015983,.0015983,.0015983
"cancer_haem_cat",1,1,2,.000316,.000316,.000316
"cancer_haem_cat",2,1,2,.0030817,.0030817,.0030817
"cancer_haem_cat",3,1,2,.0028232,.0028232,.0028232
"cancer_haem_cat",4,1,2,.0015983,.0015983,.0015983
"cancer_haem_cat",1,0,3,.000316,.000316,.000316
"cancer_haem_cat",2,0,3,.0030817,.0030817,.0030817
"cancer_haem_cat",3,0,3,.0028232,.0028232,.0028232
"cancer_haem_cat",4,0,3,.0015983,.0015983,.0015983
"cancer_haem_cat",1,1,3,.000316,.000316,.000316
"cancer_haem_cat",2,1,3,.0030817,.0030817,.0030817
"cancer_haem_cat",3,1,3,.0028232,.0028232,.0028232
"cancer_haem_cat",4,1,3,.0015983,.0015983,.0015983
"cancer_haem_cat",1,0,4,.000316,.000316,.000316
"cancer_haem_cat",2,0,4,.0030817,.0030817,.0030817
"cancer_haem_cat",3,0,4,.0028232,.0028232,.0028232
"cancer_haem_cat",4,0,4,.0015983,.0015983,.0015983
"cancer_haem_cat",1,1,4,.000316,.000316,.000316
"cancer_haem_cat",2,1,4,.0030817,.0030817,.0030817
"cancer_haem_cat",3,1,4,.0028232,.0028232,.0028232
"cancer_haem_cat",4,1,4,.0015983,.0015983,.0015983
"cancer_haem_cat",1,0,5,.000316,.000316,.000316
"cancer_haem_cat",2,0,5,.0030817,.0030817,.0030817
"cancer_haem_cat",3,0,5,.0028232,.0028232,.0028232
"cancer_haem_cat",4,0,5,.0015983,.0015983,.0015983
"cancer_haem_cat",1,1,5,.000316,.000316,.000316
"cancer_haem_cat",2,1,5,.0030817,.0030817,.0030817
"cancer_haem_cat",3,1,5,.0028232,.0028232,.0028232
"cancer_haem_cat",4,1,5,.0015983,.0015983,.0015983
"cancer_haem_cat",1,0,6,.000316,.000316,.000316
"cancer_haem_cat",2,0,6,.0030817,.0030817,.0030817
"cancer_haem_cat",3,0,6,.0028232,.0028232,.0028232
"cancer_haem_cat",4,0,6,.0015983,.0015983,.0015983
"cancer_haem_cat",1,1,6,.000316,.000316,.000316
"cancer_haem_cat",2,1,6,.0030817,.0030817,.0030817
"cancer_haem_cat",3,1,6,.0028232,.0028232,.0028232
"cancer_haem_cat",4,1,6,.0015983,.0015983,.0015983
"reduced_kidney_function_cat",1,0,1,.0001927,.0001927,.0001927
"reduced_kidney_function_cat",2,0,1,.0019824,.0019824,.0019824
"reduced_kidney_function_cat",3,0,1,.0066207,.0066207,.0066207
"reduced_kidney_function_cat",1,1,1,.0001927,.0001927,.0001927
"reduced_kidney_function_cat",2,1,1,.0019824,.0019824,.0019824
"reduced_kidney_function_cat",3,1,1,.0066207,.0066207,.0066207
"reduced_kidney_function_cat",1,0,2,.0001927,.0001927,.0001927
"reduced_kidney_function_cat",2,0,2,.0019824,.0019824,.0019824
"reduced_kidney_function_cat",3,0,2,.0066207,.0066207,.0066207
"reduced_kidney_function_cat",1,1,2,.0001927,.0001927,.0001927
"reduced_kidney_function_cat",2,1,2,.0019824,.0019824,.0019824
"reduced_kidney_function_cat",3,1,2,.0066207,.0066207,.0066207
"reduced_kidney_function_cat",1,0,3,.0001927,.0001927,.0001927
"reduced_kidney_function_cat",2,0,3,.0019824,.0019824,.0019824
"reduced_kidney_function_cat",3,0,3,.0066207,.0066207,.0066207
"reduced_kidney_function_cat",1,1,3,.0001927,.0001927,.0001927
"reduced_kidney_function_cat",2,1,3,.0019824,.0019824,.0019824
"reduced_kidney_function_cat",3,1,3,.0066207,.0066207,.0066207
"reduced_kidney_function_cat",1,0,4,.0001927,.0001927,.0001927
"reduced_kidney_function_cat",2,0,4,.0019824,.0019824,.0019824
"reduced_kidney_function_cat",3,0,4,.0066207,.0066207,.0066207
"reduced_kidney_function_cat",1,1,4,.0001927,.0001927,.0001927
"reduced_kidney_function_cat",2,1,4,.0019824,.0019824,.0019824
"reduced_kidney_function_cat",3,1,4,.0066207,.0066207,.0066207
"reduced_kidney_function_cat",1,0,5,.0001927,.0001927,.0001927
"reduced_kidney_function_cat",2,0,5,.0019824,.0019824,.0019824
"reduced_kidney_function_cat",3,0,5,.0066207,.0066207,.0066207
"reduced_kidney_function_cat",1,1,5,.0001927,.0001927,.0001927
"reduced_kidney_function_cat",2,1,5,.0019824,.0019824,.0019824
"reduced_kidney_function_cat",3,1,5,.0066207,.0066207,.0066207
"reduced_kidney_function_cat",1,0,6,.0001927,.0001927,.0001927
"reduced_kidney_function_cat",2,0,6,.0019824,.0019824,.0019824
"reduced_kidney_function_cat",3,0,6,.0066207,.0066207,.0066207
"reduced_kidney_function_cat",1,1,6,.0001927,.0001927,.0001927
"reduced_kidney_function_cat",2,1,6,.0019824,.0019824,.0019824
"reduced_kidney_function_cat",3,1,6,.0066207,.0066207,.0066207
"Smoking, comorb=0",1,0,1,.0000424,.0000424,.0000424
"Smoking, comorb=1",1,0,1,.0004483,.0004483,.0004483
"Smoking, comorb=0",2,0,1,.0000827,.0000827,.0000827
"Smoking, comorb=1",2,0,1,.0009658,.0009658,.0009658
"Smoking, comorb=0",3,0,1,.0000311,.0000311,.0000311
"Smoking, comorb=1",3,0,1,.0002772,.0002772,.0002772
"Smoking, comorb=0",1,1,1,.0000424,.0000424,.0000424
"Smoking, comorb=1",1,1,1,.0004483,.0004483,.0004483
"Smoking, comorb=0",2,1,1,.0000827,.0000827,.0000827
"Smoking, comorb=1",2,1,1,.0009658,.0009658,.0009658
"Smoking, comorb=0",3,1,1,.0000311,.0000311,.0000311
"Smoking, comorb=1",3,1,1,.0002772,.0002772,.0002772
"Smoking, comorb=0",1,0,2,.0000424,.0000424,.0000424
"Smoking, comorb=1",1,0,2,.0004483,.0004483,.0004483
"Smoking, comorb=0",2,0,2,.0000827,.0000827,.0000827
"Smoking, comorb=1",2,0,2,.0009658,.0009658,.0009658
"Smoking, comorb=0",3,0,2,.0000311,.0000311,.0000311
"Smoking, comorb=1",3,0,2,.0002772,.0002772,.0002772
"Smoking, comorb=0",1,1,2,.0000424,.0000424,.0000424
"Smoking, comorb=1",1,1,2,.0004483,.0004483,.0004483
"Smoking, comorb=0",2,1,2,.0000827,.0000827,.0000827
"Smoking, comorb=1",2,1,2,.0009658,.0009658,.0009658
"Smoking, comorb=0",3,1,2,.0000311,.0000311,.0000311
"Smoking, comorb=1",3,1,2,.0002772,.0002772,.0002772
"Smoking, comorb=0",1,0,3,.0000424,.0000424,.0000424
"Smoking, comorb=1",1,0,3,.0004483,.0004483,.0004483
"Smoking, comorb=0",2,0,3,.0000827,.0000827,.0000827
"Smoking, comorb=1",2,0,3,.0009658,.0009658,.0009658
"Smoking, comorb=0",3,0,3,.0000311,.0000311,.0000311
"Smoking, comorb=1",3,0,3,.0002772,.0002772,.0002772
"Smoking, comorb=0",1,1,3,.0000424,.0000424,.0000424
"Smoking, comorb=1",1,1,3,.0004483,.0004483,.0004483
"Smoking, comorb=0",2,1,3,.0000827,.0000827,.0000827
"Smoking, comorb=1",2,1,3,.0009658,.0009658,.0009658
"Smoking, comorb=0",3,1,3,.0000311,.0000311,.0000311
"Smoking, comorb=1",3,1,3,.0002772,.0002772,.0002772
"Smoking, comorb=0",1,0,4,.0000424,.0000424,.0000424
"Smoking, comorb=1",1,0,4,.0004483,.0004483,.0004483
"Smoking, comorb=0",2,0,4,.0000827,.0000827,.0000827
"Smoking, comorb=1",2,0,4,.0009658,.0009658,.0009658
"Smoking, comorb=0",3,0,4,.0000311,.0000311,.0000311
"Smoking, comorb=1",3,0,4,.0002772,.0002772,.0002772
"Smoking, comorb=0",1,1,4,.0000424,.0000424,.0000424
"Smoking, comorb=1",1,1,4,.0004483,.0004483,.0004483
"Smoking, comorb=0",2,1,4,.0000827,.0000827,.0000827
"Smoking, comorb=1",2,1,4,.0009658,.0009658,.0009658
"Smoking, comorb=0",3,1,4,.0000311,.0000311,.0000311
"Smoking, comorb=1",3,1,4,.0002772,.0002772,.0002772
"Smoking, comorb=0",1,0,5,.0000424,.0000424,.0000424
"Smoking, comorb=1",1,0,5,.0004483,.0004483,.0004483
"Smoking, comorb=0",2,0,5,.0000827,.0000827,.0000827
"Smoking, comorb=1",2,0,5,.0009658,.0009658,.0009658
"Smoking, comorb=0",3,0,5,.0000311,.0000311,.0000311
"Smoking, comorb=1",3,0,5,.0002772,.0002772,.0002772
"Smoking, comorb=0",1,1,5,.0000424,.0000424,.0000424
"Smoking, comorb=1",1,1,5,.0004483,.0004483,.0004483
"Smoking, comorb=0",2,1,5,.0000827,.0000827,.0000827
"Smoking, comorb=1",2,1,5,.0009658,.0009658,.0009658
"Smoking, comorb=0",3,1,5,.0000311,.0000311,.0000311
"Smoking, comorb=1",3,1,5,.0002772,.0002772,.0002772
"Smoking, comorb=0",1,0,6,.0000424,.0000424,.0000424
"Smoking, comorb=1",1,0,6,.0004483,.0004483,.0004483
"Smoking, comorb=0",2,0,6,.0000827,.0000827,.0000827
"Smoking, comorb=1",2,0,6,.0009658,.0009658,.0009658
"Smoking, comorb=0",3,0,6,.0000311,.0000311,.0000311
"Smoking, comorb=1",3,0,6,.0002772,.0002772,.0002772
"Smoking, comorb=0",1,1,6,.0000424,.0000424,.0000424
"Smoking, comorb=1",1,1,6,.0004483,.0004483,.0004483
"Smoking, comorb=0",2,1,6,.0000827,.0000827,.0000827
"Smoking, comorb=1",2,1,6,.0009658,.0009658,.0009658
"Smoking, comorb=0",3,1,6,.0000311,.0000311,.0000311
"Smoking, comorb=1",3,1,6,.0002772,.0002772,.0002772
